Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site13,Day20,Female,Adult,2.9618,1120762.891,378406
Site13,Day20,Female,Senior,3.2214,945867.468,293620
Site13,Day21,Male,Child,2.3364,602335.602,257805
Site13,Day21,Male,Young,2.825,1530110.4,541632
Site13,Day21,Male,Adult,2.891,1953231.875,675625
Site13,Day21,Male,Senior,3.5164,383252.436,108990
Site13,Day21,Female,Child,2.419,856809.8,354200
Site13,Day21,Female,Young,2.9,1984670.1,684369
Site13,Day21,Female,Adult,2.9618,1087715.126,367248
Site13,Day21,Female,Senior,3.2214,741466.4166,230169
Site13,Day22,Male,Child,2.3364,317600.8704,135936
Site13,Day22,Male,Young,2.825,761987.25,269730
Site13,Day22,Male,Adult,2.891,1311392.292,453612
Site13,Day22,Male,Senior,3.5164,187951.58,53450
Site13,Day22,Female,Child,2.419,452585.224,187096
Site13,Day22,Female,Young,2.9,1096104.3,377967
Site13,Day22,Female,Adult,2.9618,556101.6444,187758
Site13,Day22,Female,Senior,3.2214,374210.7096,116164
Site13,Day23,Male,Child,2.3364,342296.6184,146506
Site13,Day23,Male,Young,2.825,975856.7,345436
Site13,Day23,Male,Adult,2.891,1083893.72,374920
Site13,Day23,Male,Senior,3.5164,228706.656,65040
Site13,Day23,Female,Child,2.419,504346.986,208494
Site13,Day23,Female,Young,2.9,1223341.8,421842
Site13,Day23,Female,Adult,2.9618,626447.3562,211509
Site13,Day23,Female,Senior,3.2214,455667.03,141450
Site13,Day24,Male,Child,2.3364,380389.284,162810
Site13,Day24,Male,Young,2.825,1146531.9,405852
Site13,Day24,Male,Adult,2.891,1416893.555,490105
Site13,Day24,Male,Senior,3.5164,199031.7564,56601
Site13,Day24,Female,Child,2.419,547772.874,226446
Site13,Day24,Female,Young,2.9,1405806.9,484761
Site13,Day24,Female,Adult,2.9618,612648.33,206850
Site13,Day24,Female,Senior,3.2214,488438.3322,151623
Site13,Day25,Male,Child,2.3364,518582.6712,221958
Site13,Day25,Male,Young,2.825,1226857.95,434286
Site13,Day25,Male,Adult,2.891,2039768.178,705558
Site13,Day25,Male,Senior,3.5164,316025.9008,89872
Site13,Day25,Female,Child,2.419,703203.3,290700
Site13,Day25,Female,Young,2.9,1544000.6,532414
Site13,Day25,Female,Adult,2.9618,909953.814,307230
Site13,Day25,Female,Senior,3.2214,541739.6166,168169
Site13,Day26,Male,Child,2.3364,370001.6496,158364
Site13,Day26,Male,Young,2.825,913011.75,323190
Site13,Day26,Male,Adult,2.891,1396159.303,482933
Site13,Day26,Male,Senior,3.5164,259200.8768,73712
Site13,Day26,Female,Child,2.419,573339.285,237015
Site13,Day26,Female,Young,2.9,1359212.6,468694
Site13,Day26,Female,Adult,2.9618,654617.036,221020
Site13,Day26,Female,Senior,3.2214,505521.4164,156926
Site13,Day27,Male,Child,2.3364,706772.682,302505
Site13,Day27,Male,Young,2.825,1707543,604440
Site13,Day27,Male,Adult,2.891,2439772.72,843920
Site13,Day27,Male,Senior,3.5164,402895.0464,114576
Site13,Day27,Female,Child,2.419,994866.968,411272
Site13,Day27,Female,Young,2.9,2369752.4,817156
Site13,Day27,Female,Adult,2.9618,1324253.36,447111
Site13,Day27,Female,Senior,3.2214,805478.856,250040
Site13,Day28,Male,Child,2.3364,526510.0764,225351
Site13,Day28,Male,Young,2.825,1624714,575120
Site13,Day28,Male,Adult,2.891,2168657.631,750141
Site13,Day28,Male,Senior,3.5164,310251.972,88230
Site13,Day28,Female,Child,2.419,847535.354,350366
Site13,Day28,Female,Young,2.9,2211453,762570
Site13,Day28,Female,Adult,2.9618,1007995.318,340332
Site13,Day28,Female,Senior,3.2214,737958.312,229080
Site14,Day1,Male,Child,1.98,192099.6,97020
Site14,Day1,Male,Young,2.26,886695.18,392343
Site14,Day1,Male,Adult,2.45,463478.75,189175
Site14,Day1,Male,Senior,2.98,165711.84,55608
Site14,Day1,Female,Child,2.05,326458.4,159248
Site14,Day1,Female,Young,2.32,987392,425600
Site14,Day1,Female,Adult,2.51,459415.34,183034
Site14,Day1,Female,Senior,2.73,406950.18,149066
Site14,Day2,Male,Child,1.98,227747.52,115024
Site14,Day2,Male,Young,2.26,869388.1,384685
Site14,Day2,Male,Adult,2.45,583619.4,238212
Site14,Day2,Male,Senior,2.98,193232.14,64843
Site14,Day2,Female,Child,2.05,308172.4,150328
Site14,Day2,Female,Young,2.32,1111456.32,479076
Site14,Day2,Female,Adult,2.51,504572.75,201025
Site14,Day2,Female,Senior,2.73,454446.72,166464
Site14,Day3,Male,Child,1.98,255057.66,128817
Site14,Day3,Male,Young,2.26,999812.7,442395
Site14,Day3,Male,Adult,2.45,539524.3,220214
Site14,Day3,Male,Senior,2.98,221247.12,74244
Site14,Day3,Female,Child,2.05,389307.3,189906
Site14,Day3,Female,Young,2.32,1183513.2,510135
Site14,Day3,Female,Adult,2.51,573015.43,228293
Site14,Day3,Female,Senior,2.73,490024.08,179496
Site14,Day4,Male,Child,1.98,355459.5,179525
Site14,Day4,Male,Young,2.26,1442268.72,638172
Site14,Day4,Male,Adult,2.45,756454.65,308757
Site14,Day4,Male,Senior,2.98,253553.3,85085
Site14,Day4,Female,Child,2.05,525669.2,256424
Site14,Day4,Female,Young,2.32,1524578.72,657146
Site14,Day4,Female,Adult,2.51,669140.9,266590
Site14,Day4,Female,Senior,2.73,493715.04,180848
Site14,Day5,Male,Child,1.98,255602.16,129092
Site14,Day5,Male,Young,2.26,992140,439000
Site14,Day5,Male,Adult,2.45,530787.6,216648
Site14,Day5,Male,Senior,2.98,195336.02,65549
Site14,Day5,Female,Child,2.05,343323.75,167475
Site14,Day5,Female,Young,2.32,1168686.08,503744
Site14,Day5,Female,Adult,2.51,521076,207600
Site14,Day5,Female,Senior,2.73,500299.8,183260
Site14,Day6,Male,Child,1.98,411750.9,207955
Site14,Day6,Male,Young,2.26,1932752,855200
Site14,Day6,Male,Adult,2.45,1119037.5,456750
Site14,Day6,Male,Senior,2.98,343659.56,115322
Site14,Day6,Female,Child,2.05,708676.8,345696
Site14,Day6,Female,Young,2.32,2432102.4,1048320
Site14,Day6,Female,Adult,2.51,1158927.24,461724
Site14,Day6,Female,Senior,2.73,879606,322200
Site14,Day7,Male,Child,1.98,334552.68,168966
Site14,Day7,Male,Young,2.26,1633952.88,722988
Site14,Day7,Male,Adult,2.45,1024266.6,418068
Site14,Day7,Male,Senior,2.98,300097.92,100704
Site14,Day7,Female,Child,2.05,505628.4,246648
Site14,Day7,Female,Young,2.32,1749140.8,753940
Site14,Day7,Female,Adult,2.51,841161.24,335124
Site14,Day7,Female,Senior,2.73,625907.1,229270
Site14,Day8,Male,Child,1.98,223569.72,112914
Site14,Day8,Male,Young,2.26,896485.5,396675
Site14,Day8,Male,Adult,2.45,482961.15,197127
Site14,Day8,Male,Senior,2.98,162314.64,54468
Site14,Day8,Female,Child,2.05,320292,156240
Site14,Day8,Female,Young,2.32,922914.56,397808
Site14,Day8,Female,Adult,2.51,444081.75,176925
Site14,Day8,Female,Senior,2.73,426696.27,156299
Site14,Day9,Male,Child,1.98,236800.08,119596
Site14,Day9,Male,Young,2.26,968739.96,428646
Site14,Day9,Male,Adult,2.45,581093.45,237181
Site14,Day9,Male,Senior,2.98,200446.72,67264
Site14,Day9,Female,Child,2.05,287606.8,140296
Site14,Day9,Female,Young,2.32,1146312,494100
Site14,Day9,Female,Adult,2.51,444960.25,177275
Site14,Day9,Female,Senior,2.73,387905.7,142090
Site14,Day10,Male,Child,1.98,268624.62,135669
Site14,Day10,Male,Young,2.26,888961.96,393346
Site14,Day10,Male,Adult,2.45,606424,247520
Site14,Day10,Male,Senior,2.98,180230.4,60480
Site14,Day10,Female,Child,2.05,326835.6,159432
Site14,Day10,Female,Young,2.32,1093912.48,471514
Site14,Day10,Female,Adult,2.51,574539,228900
Site14,Day10,Female,Senior,2.73,471866.85,172845
Site14,Day11,Male,Child,1.98,299471.04,151248
Site14,Day11,Male,Young,2.26,1327646.04,587454
Site14,Day11,Male,Adult,2.45,785715,320700
Site14,Day11,Male,Senior,2.98,260571.2,87440
Site14,Day11,Female,Child,2.05,469072.8,228816
Site14,Day11,Female,Young,2.32,1368881.2,590035
Site14,Day11,Female,Adult,2.51,731825.64,291564
Site14,Day11,Female,Senior,2.73,605852.52,221924
Site14,Day12,Male,Child,1.98,211648.14,106893
Site14,Day12,Male,Young,2.26,935246.76,413826
Site14,Day12,Male,Adult,2.45,641530.05,261849
Site14,Day12,Male,Senior,2.98,224858.88,75456
Site14,Day12,Female,Child,2.05,417175,203500
Site14,Day12,Female,Young,2.32,1043737.84,449887
Site14,Day12,Female,Adult,2.51,593384.08,236408
Site14,Day12,Female,Senior,2.73,447741.84,164008
Site14,Day13,Male,Child,1.98,401940,203000
Site14,Day13,Male,Young,2.26,1976993.76,874776
Site14,Day13,Male,Adult,2.45,1208680.55,493339
Site14,Day13,Male,Senior,2.98,427242.6,143370
Site14,Day13,Female,Child,2.05,682906.25,333125
Site14,Day13,Female,Young,2.32,2089800.32,900776
Site14,Day13,Female,Adult,2.51,1085775.8,432580
Site14,Day13,Female,Senior,2.73,924159.6,338520
Site14,Day14,Male,Child,1.98,377045.46,190427
Site14,Day14,Male,Young,2.26,1556376.12,688662
Site14,Day14,Male,Adult,2.45,837165,341700
Site14,Day14,Male,Senior,2.98,296361,99450
Site14,Day14,Female,Child,2.05,533690.85,260337
Site14,Day14,Female,Young,2.32,1691906.4,729270
Site14,Day14,Female,Adult,2.51,777916.77,309927
Site14,Day14,Female,Senior,2.73,659338.68,241516
Site14,Day15,Male,Child,1.98,273049.92,137904
Site14,Day15,Male,Young,2.26,618769.92,273792
Site14,Day15,Male,Adult,2.45,1087873.5,444030
Site14,Day15,Male,Senior,2.98,156834.42,52629
Site14,Day15,Female,Child,2.05,436502.4,212928
Site14,Day15,Female,Young,2.32,910061.76,392268
Site14,Day15,Female,Adult,2.51,518721.62,206662
Site14,Day15,Female,Senior,2.73,295323.21,108177
Site14,Day16,Male,Child,2.3364,335226.672,143480
Site14,Day16,Male,Young,2.825,1080991.9,382652
Site14,Day16,Male,Adult,2.891,1258356.897,435267
Site14,Day16,Male,Senior,3.5164,227018.784,64560
Site14,Day16,Female,Child,2.419,503418.09,208110
Site14,Day16,Female,Young,2.9,1116940.8,385152
Site14,Day16,Female,Adult,2.9618,610575.07,206150
Site14,Day16,Female,Senior,3.2214,390871.7904,121336
Site14,Day17,Male,Child,2.3364,418748.2992,179228
Site14,Day17,Male,Young,2.825,1161527,411160
Site14,Day17,Male,Adult,2.891,1466465.532,507252
Site14,Day17,Male,Senior,3.5164,226406.9304,64386
Site14,Day17,Female,Child,2.419,630255.936,260544
Site14,Day17,Female,Young,2.9,1179865,406850
Site14,Day17,Female,Adult,2.9618,638570.0036,215602
Site14,Day17,Female,Senior,3.2214,517827.1644,160746
Site14,Day18,Male,Child,2.3364,486111.384,208060
Site14,Day18,Male,Young,2.825,1416901.35,501558
Site14,Day18,Male,Adult,2.891,1820480.046,629706
Site14,Day18,Male,Senior,3.5164,305420.4384,86856
Site14,Day18,Female,Child,2.419,769159.754,317966
Site14,Day18,Female,Young,2.9,1928511.6,665004
Site14,Day18,Female,Adult,2.9618,761851.9668,257226
Site14,Day18,Female,Senior,3.2214,576662.814,179010
Site14,Day19,Male,Child,2.3364,408276.5544,174746
Site14,Day19,Male,Young,2.825,1087978.125,385125
Site14,Day19,Male,Adult,2.891,1429634.192,494512
Site14,Day19,Male,Senior,3.5164,250086.368,71120
Site14,Day19,Female,Child,2.419,574072.242,237318
Site14,Day19,Female,Young,2.9,1486006.4,512416
Site14,Day19,Female,Adult,2.9618,675023.838,227910
Site14,Day19,Female,Senior,3.2214,421581.3966,130869
Site14,Day20,Male,Child,2.3364,676799.0064,289676
Site14,Day20,Male,Young,2.825,2019355.2,714816
Site14,Day20,Male,Adult,2.891,2507537.76,867360
Site14,Day20,Male,Senior,3.5164,450538.75,128125
Site14,Day20,Female,Child,2.419,1084166.772,448188
Site14,Day20,Female,Young,2.9,2426882.4,836856
Site14,Day20,Female,Adult,2.9618,1338067.195,451775
Site14,Day20,Female,Senior,3.2214,891967.0032,276888
Site14,Day21,Male,Child,2.3364,574322.166,245815
Site14,Day21,Male,Young,2.825,1584079.2,560736
Site14,Day21,Male,Adult,2.891,2012049.27,695970
Site14,Day21,Male,Senior,3.5164,373357.2864,106176
Site14,Day21,Female,Child,2.419,811787.372,335588
Site14,Day21,Female,Young,2.9,1964001.8,677242
Site14,Day21,Female,Adult,2.9618,1081128.083,365024
Site14,Day21,Female,Senior,3.2214,763143.2172,236898
Site14,Day22,Male,Child,2.3364,332229.0708,142197
Site14,Day22,Male,Young,2.825,806280.425,285409
Site14,Day22,Male,Adult,2.891,1251571.72,432920
Site14,Day22,Male,Senior,3.5164,167605.6896,47664
Site14,Day22,Female,Child,2.419,492077.818,203422
Site14,Day22,Female,Young,2.9,1018775.8,351302
Site14,Day22,Female,Adult,2.9618,511745.7276,172782
Site14,Day22,Female,Senior,3.2214,382032.2688,118592
Site14,Day23,Male,Child,2.3364,320278.3848,137082
Site14,Day23,Male,Young,2.825,892643.5,315980
Site14,Day23,Male,Adult,2.891,1147888.896,397056
Site14,Day23,Male,Senior,3.5164,202840.0176,57684
Site14,Day23,Female,Child,2.419,558455.178,230862
Site14,Day23,Female,Young,2.9,1296407.3,447037
Site14,Day23,Female,Adult,2.9618,676635.0572,228454
Site14,Day23,Female,Senior,3.2214,405432.5184,125856
Site14,Day24,Male,Child,2.3364,394015.1688,168642
Site14,Day24,Male,Young,2.825,1091246.65,386282
Site14,Day24,Male,Adult,2.891,1349692.26,466860
Site14,Day24,Male,Senior,3.5164,256486.216,72940
Site14,Day24,Female,Child,2.419,572342.657,236603
Site14,Day24,Female,Young,2.9,1360497.3,469137
Site14,Day24,Female,Adult,2.9618,740233.7886,249927
Site14,Day24,Female,Senior,3.2214,508878.1152,157968
Site14,Day25,Male,Child,2.3364,566946.1512,242658
Site14,Day25,Male,Young,2.825,1189960.625,421225
Site14,Day25,Male,Adult,2.891,1900103.968,657248
Site14,Day25,Male,Senior,3.5164,288633.1448,82082
Site14,Day25,Female,Child,2.419,761259.3,314700
Site14,Day25,Female,Young,2.9,1832104,631760
Site14,Day25,Female,Adult,2.9618,737976.897,249165
Site14,Day25,Female,Senior,3.2214,614704.3266,190819
Site14,Day26,Male,Child,2.3364,376870.6656,161304
Site14,Day26,Male,Young,2.825,1020457.8,361224
Site14,Day26,Male,Adult,2.891,1343933.388,464868
Site14,Day26,Male,Senior,3.5164,236548.228,67270
Site14,Day26,Female,Child,2.419,580535.81,239990
Site14,Day26,Female,Young,2.9,1254809.7,432693
Site14,Day26,Female,Adult,2.9618,619016.2,209000
Site14,Day26,Female,Senior,3.2214,493570.0224,153216
Site14,Day27,Male,Child,2.3364,700849.908,299970
Site14,Day27,Male,Young,2.825,1960301.4,693912
Site14,Day27,Male,Adult,2.891,2381721.44,823840
Site14,Day27,Male,Senior,3.5164,376353.2592,107028
Site14,Day27,Female,Child,2.419,956966.076,395604
Site14,Day27,Female,Young,2.9,2480923.9,855491
Site14,Day27,Female,Adult,2.9618,1173992.36,396378
Site14,Day27,Female,Senior,3.2214,810939.129,251735
Site14,Day28,Male,Child,2.3364,503989.5168,215712
Site14,Day28,Male,Young,2.825,1564688.4,553872
Site14,Day28,Male,Adult,2.891,2289833.896,792056
Site14,Day28,Male,Senior,3.5164,347364.0576,98784
Site14,Day28,Female,Child,2.419,893239.94,369260
Site14,Day28,Female,Young,2.9,2093599.9,721931
Site14,Day28,Female,Adult,2.9618,1078509.852,364140
Site14,Day28,Female,Senior,3.2214,650674.479,201985
Site15,Day1,Male,Child,1.98,187567.38,94731
Site15,Day1,Male,Young,2.26,873056.08,386308
Site15,Day1,Male,Adult,2.45,485516.5,198170
Site15,Day1,Male,Senior,2.98,157308.24,52788
Site15,Day1,Female,Child,2.05,328930.7,160454
Site15,Day1,Female,Young,2.32,874593.6,376980
Site15,Day1,Female,Adult,2.51,500217.9,199290
Site15,Day1,Female,Senior,2.73,352792.44,129228
Site15,Day2,Male,Child,1.98,193931.1,97945
Site15,Day2,Male,Young,2.26,876880,388000
Site15,Day2,Male,Adult,2.45,559486.9,228362
Site15,Day2,Male,Senior,2.98,200416.92,67254
Site15,Day2,Female,Child,2.05,335689.55,163751
Site15,Day2,Female,Young,2.32,1211067.84,522012
Site15,Day2,Female,Adult,2.51,555299.85,221235
Site15,Day2,Female,Senior,2.73,424089.12,155344
Site15,Day3,Male,Child,1.98,250921.44,126728
Site15,Day3,Male,Young,2.26,980577.84,433884
Site15,Day3,Male,Adult,2.45,674105.25,275145
Site15,Day3,Male,Senior,2.98,210522.1,70645
Site15,Day3,Female,Child,2.05,401674.95,195939
Site15,Day3,Female,Young,2.32,1129004.8,486640
Site15,Day3,Female,Adult,2.51,537488.89,214139
Site15,Day3,Female,Senior,2.73,395028.27,144699
Site15,Day4,Male,Child,1.98,325036.8,164160
Site15,Day4,Male,Young,2.26,1310058.72,579672
Site15,Day4,Male,Adult,2.45,825458.9,336922
Site15,Day4,Male,Senior,2.98,245855.96,82502
Site15,Day4,Female,Child,2.05,428212.2,208884
Site15,Day4,Female,Young,2.32,1667810.88,718884
Site15,Day4,Female,Adult,2.51,661128.98,263398
Site15,Day4,Female,Senior,2.73,584263.68,214016
Site15,Day5,Male,Child,1.98,239768.1,121095
Site15,Day5,Male,Young,2.26,1033362.4,457240
Site15,Day5,Male,Adult,2.45,601494.6,245508
Site15,Day5,Male,Senior,2.98,212217.72,71214
Site15,Day5,Female,Child,2.05,362696.25,176925
Site15,Day5,Female,Young,2.32,1079148,465150
Site15,Day5,Female,Adult,2.51,529584.9,210990
Site15,Day5,Female,Senior,2.73,447747.3,164010
Site15,Day6,Male,Child,1.98,465094.08,234896
Site15,Day6,Male,Young,2.26,2007517.32,888282
Site15,Day6,Male,Adult,2.45,978255.6,399288
Site15,Day6,Male,Senior,2.98,422391.16,141742
Site15,Day6,Female,Child,2.05,586628,286160
Site15,Day6,Female,Young,2.32,1819019.2,784060
Site15,Day6,Female,Adult,2.51,1101639,438900
Site15,Day6,Female,Senior,2.73,790867.35,289695
Site15,Day7,Male,Child,1.98,329420.52,166374
Site15,Day7,Male,Young,2.26,1575735.28,697228
Site15,Day7,Male,Adult,2.45,987840,403200
Site15,Day7,Male,Senior,2.98,339761.72,114014
Site15,Day7,Female,Child,2.05,510400.8,248976
Site15,Day7,Female,Young,2.32,1580532.48,681264
Site15,Day7,Female,Adult,2.51,736524.36,293436
Site15,Day7,Female,Senior,2.73,585339.3,214410
Site15,Day8,Male,Child,1.98,197505,99750
Site15,Day8,Male,Young,2.26,934365.36,413436
Site15,Day8,Male,Adult,2.45,500368.4,204232
Site15,Day8,Male,Senior,2.98,150692.64,50568
Site15,Day8,Female,Child,2.05,305525.85,149037
Site15,Day8,Female,Young,2.32,994676.8,428740
Site15,Day8,Female,Adult,2.51,417714.2,166420
Site15,Day8,Female,Senior,2.73,379065.96,138852
Site15,Day9,Male,Child,1.98,251814.42,127179
Site15,Day9,Male,Young,2.26,881088.12,389862
Site15,Day9,Male,Adult,2.45,537652.5,219450
Site15,Day9,Male,Senior,2.98,202496.96,67952
Site15,Day9,Female,Child,2.05,289009,140980
Site15,Day9,Female,Young,2.32,1101545.28,474804
Site15,Day9,Female,Adult,2.51,554368.64,220864
Site15,Day9,Female,Senior,2.73,391962.48,143576
Site15,Day10,Male,Child,1.98,269826.48,136276
Site15,Day10,Male,Young,2.26,943848.32,417632
Site15,Day10,Male,Adult,2.45,634214.35,258863
Site15,Day10,Male,Senior,2.98,219637.92,73704
Site15,Day10,Female,Child,2.05,359160,175200
Site15,Day10,Female,Young,2.32,1153049.28,497004
Site15,Day10,Female,Adult,2.51,576037.47,229497
Site15,Day10,Female,Senior,2.73,493993.5,180950
Site15,Day11,Male,Child,1.98,308434.5,155775
Site15,Day11,Male,Young,2.26,1356000,600000
Site15,Day11,Male,Adult,2.45,707805,288900
Site15,Day11,Male,Senior,2.98,295556.4,99180
Site15,Day11,Female,Child,2.05,535900.75,261415
Site15,Day11,Female,Young,2.32,1426660.8,614940
Site15,Day11,Female,Adult,2.51,798205.1,318010
Site15,Day11,Female,Senior,2.73,549789.24,201388
Site15,Day12,Male,Child,1.98,283260.78,143061
Site15,Day12,Male,Young,2.26,980191.38,433713
Site15,Day12,Male,Adult,2.45,532022.4,217152
Site15,Day12,Male,Senior,2.98,208266.24,69888
Site15,Day12,Female,Child,2.05,309859.55,151151
Site15,Day12,Female,Young,2.32,1162788.64,501202
Site15,Day12,Female,Adult,2.51,531419.71,211721
Site15,Day12,Female,Senior,2.73,438612.72,160664
Site15,Day13,Male,Child,1.98,443900.16,224192
Site15,Day13,Male,Young,2.26,2069228.88,915588
Site15,Day13,Male,Adult,2.45,996037.7,406546
Site15,Day13,Male,Senior,2.98,431515.92,144804
Site15,Day13,Female,Child,2.05,749051.55,365391
Site15,Day13,Female,Young,2.32,1960005.6,844830
Site15,Day13,Female,Adult,2.51,930999.16,370916
Site15,Day13,Female,Senior,2.73,772865.73,283101
Site15,Day14,Male,Child,1.98,337760.28,170586
Site15,Day14,Male,Young,2.26,1475935.94,653069
Site15,Day14,Male,Adult,2.45,895171.2,365376
Site15,Day14,Male,Senior,2.98,314613.5,105575
Site15,Day14,Female,Child,2.05,533307.5,260150
Site15,Day14,Female,Young,2.32,1879441.28,810104
Site15,Day14,Female,Adult,2.51,929465.55,370305
Site15,Day14,Female,Senior,2.73,585776.1,214570
Site15,Day15,Male,Child,1.98,298429.56,150722
Site15,Day15,Male,Young,2.26,691903.52,306152
Site15,Day15,Male,Adult,2.45,1013859,413820
Site15,Day15,Male,Senior,2.98,174914.08,58696
Site15,Day15,Female,Child,2.05,430659.9,210078
Site15,Day15,Female,Young,2.32,788052.96,339678
Site15,Day15,Female,Adult,2.51,480700.14,191514
